2025-04-22 17:56:05,900 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 18:00:20,166 [INFO] Creating worker 49 at (10, 13)
2025-04-22 18:00:20,166 [INFO] Creating worker 50 at (14, 2)
2025-04-22 18:00:20,166 [INFO] Creating worker 51 at (19, 18)
2025-04-22 18:00:20,166 [INFO] Creating worker 52 at (1, 2)
2025-04-22 18:00:20,166 [INFO] Creating worker 53 at (16, 5)
2025-04-22 18:00:20,166 [INFO] Creating worker 54 at (8, 12)
2025-04-22 18:00:20,166 [INFO] Creating worker 55 at (0, 6)
2025-04-22 18:00:20,166 [INFO] Creating worker 56 at (5, 8)
2025-04-22 18:00:20,166 [INFO] Creating worker 57 at (2, 9)
2025-04-22 18:00:20,166 [INFO] Creating worker 58 at (11, 10)
2025-04-22 18:00:20,166 [INFO] Creating worker 59 at (1, 13)
2025-04-22 18:00:20,166 [INFO] Creating worker 60 at (0, 10)
2025-04-22 18:00:20,166 [INFO] Creating worker 61 at (4, 17)
2025-04-22 18:00:20,166 [INFO] Creating worker 62 at (14, 9)
2025-04-22 18:00:20,166 [INFO] Creating worker 63 at (18, 6)
2025-04-22 18:00:20,166 [INFO] Creating worker 64 at (0, 19)
2025-04-22 18:00:20,166 [INFO] Creating worker 65 at (17, 0)
2025-04-22 18:00:20,166 [INFO] Creating worker 66 at (15, 0)
2025-04-22 18:00:20,166 [INFO] Creating worker 67 at (11, 18)
2025-04-22 18:00:20,166 [INFO] Creating worker 68 at (14, 8)
2025-04-22 18:00:20,166 [INFO] Creating worker 69 at (17, 1)
2025-04-22 18:00:20,166 [INFO] Creating worker 70 at (1, 3)
2025-04-22 18:00:20,166 [INFO] Creating worker 71 at (3, 4)
2025-04-22 18:00:20,166 [INFO] Creating worker 72 at (12, 19)
2025-04-22 18:00:20,166 [INFO] Creating worker 73 at (16, 4)
2025-04-22 18:00:20,166 [INFO] Creating worker 74 at (12, 8)
2025-04-22 18:00:20,166 [INFO] Creating worker 75 at (0, 17)
2025-04-22 18:00:20,166 [INFO] Creating worker 76 at (14, 5)
2025-04-22 18:00:20,166 [INFO] Creating worker 77 at (4, 19)
2025-04-22 18:00:20,166 [INFO] Creating worker 78 at (1, 16)
2025-04-22 18:00:20,166 [INFO] Creating worker 79 at (5, 2)
2025-04-22 18:00:20,166 [INFO] Creating worker 80 at (2, 11)
2025-04-22 18:00:20,166 [INFO] Creating worker 81 at (19, 10)
2025-04-22 18:00:20,166 [INFO] Creating worker 82 at (6, 17)
2025-04-22 18:00:20,166 [INFO] Creating worker 83 at (3, 3)
2025-04-22 18:00:20,167 [INFO] Creating worker 84 at (5, 19)
2025-04-22 18:00:20,167 [INFO] Creating worker 85 at (12, 17)
2025-04-22 18:00:20,167 [INFO] Creating worker 86 at (7, 3)
2025-04-22 18:00:20,167 [INFO] Creating worker 87 at (10, 9)
2025-04-22 18:00:20,167 [INFO] Creating worker 88 at (18, 10)
2025-04-22 18:00:20,167 [INFO] Creating worker 89 at (11, 3)
2025-04-22 18:00:20,167 [INFO] Creating worker 90 at (19, 14)
2025-04-22 18:00:20,167 [INFO] Creating worker 91 at (0, 0)
2025-04-22 18:00:20,167 [INFO] Creating worker 92 at (3, 10)
2025-04-22 18:00:20,167 [INFO] Creating worker 93 at (17, 9)
2025-04-22 18:00:20,167 [INFO] Creating worker 94 at (8, 11)
2025-04-22 18:00:20,167 [INFO] Creating worker 95 at (1, 11)
2025-04-22 18:00:20,167 [INFO] Creating worker 96 at (15, 6)
2025-04-22 18:00:20,167 [INFO] Creating worker 97 at (10, 15)
2025-04-22 18:00:20,167 [INFO] Creating worker 98 at (16, 18)
2025-04-22 18:00:20,167 [INFO] Creating worker 99 at (7, 1)
2025-04-22 18:00:20,167 [INFO] 
=== Day 1 ===
2025-04-22 18:00:20,167 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:00:20,167 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:00:20,167 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:03:56,456 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 18:03:56,456 [INFO] Creating factory 0 for product FOOD
2025-04-22 18:03:56,456 [INFO] Created FOOD factory at (5, 10)
2025-04-22 18:03:56,456 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 18:03:56,456 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 18:03:56,456 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 18:03:56,456 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 18:03:56,456 [INFO] Creating worker 0 at (2, 3)
2025-04-22 18:03:56,456 [INFO] Creating worker 1 at (17, 1)
2025-04-22 18:03:56,456 [INFO] Creating worker 2 at (8, 0)
2025-04-22 18:03:56,456 [INFO] Creating worker 3 at (18, 19)
2025-04-22 18:03:56,456 [INFO] Creating worker 4 at (13, 14)
2025-04-22 18:03:56,456 [INFO] Creating worker 5 at (17, 17)
2025-04-22 18:03:56,456 [INFO] Creating worker 6 at (8, 6)
2025-04-22 18:03:56,456 [INFO] Creating worker 7 at (1, 11)
2025-04-22 18:03:56,456 [INFO] Creating worker 8 at (19, 2)
2025-04-22 18:03:56,456 [INFO] Creating worker 9 at (0, 3)
2025-04-22 18:03:56,456 [INFO] Creating worker 10 at (3, 5)
2025-04-22 18:03:56,456 [INFO] Creating worker 11 at (9, 4)
2025-04-22 18:03:56,456 [INFO] Creating worker 12 at (10, 0)
2025-04-22 18:03:56,456 [INFO] Creating worker 13 at (6, 16)
2025-04-22 18:03:56,456 [INFO] Creating worker 14 at (4, 17)
2025-04-22 18:03:56,456 [INFO] Creating worker 15 at (3, 9)
2025-04-22 18:03:56,456 [INFO] Creating worker 16 at (5, 13)
2025-04-22 18:03:56,456 [INFO] Creating worker 17 at (12, 18)
2025-04-22 18:03:56,456 [INFO] Creating worker 18 at (10, 18)
2025-04-22 18:03:56,456 [INFO] Creating worker 19 at (16, 18)
2025-04-22 18:03:56,456 [INFO] Creating worker 20 at (1, 16)
2025-04-22 18:03:56,456 [INFO] Creating worker 21 at (0, 9)
2025-04-22 18:03:56,456 [INFO] Creating worker 22 at (18, 5)
2025-04-22 18:03:56,456 [INFO] Creating worker 23 at (10, 16)
2025-04-22 18:03:56,456 [INFO] Creating worker 24 at (6, 2)
2025-04-22 18:03:56,456 [INFO] Creating worker 25 at (16, 7)
2025-04-22 18:03:56,457 [INFO] Creating worker 26 at (7, 15)
2025-04-22 18:03:56,457 [INFO] Creating worker 27 at (12, 11)
2025-04-22 18:03:56,457 [INFO] Creating worker 28 at (4, 18)
2025-04-22 18:03:56,457 [INFO] Creating worker 29 at (15, 0)
2025-04-22 18:03:56,457 [INFO] Creating worker 30 at (5, 12)
2025-04-22 18:03:56,457 [INFO] Creating worker 31 at (9, 19)
2025-04-22 18:03:56,457 [INFO] Creating worker 32 at (14, 13)
2025-04-22 18:03:56,457 [INFO] Creating worker 33 at (0, 7)
2025-04-22 18:03:56,457 [INFO] Creating worker 34 at (6, 17)
2025-04-22 18:03:56,457 [INFO] Creating worker 35 at (1, 3)
2025-04-22 18:03:56,457 [INFO] Creating worker 36 at (14, 6)
2025-04-22 18:03:56,457 [INFO] Creating worker 37 at (14, 11)
2025-04-22 18:03:56,457 [INFO] Creating worker 38 at (15, 9)
2025-04-22 18:03:56,457 [INFO] Creating worker 39 at (2, 12)
2025-04-22 18:03:56,457 [INFO] Creating worker 40 at (5, 19)
2025-04-22 18:03:56,457 [INFO] Creating worker 41 at (14, 3)
2025-04-22 18:03:56,457 [INFO] Creating worker 42 at (2, 6)
2025-04-22 18:03:56,457 [INFO] Creating worker 43 at (4, 14)
2025-04-22 18:03:56,457 [INFO] Creating worker 44 at (6, 7)
2025-04-22 18:03:56,457 [INFO] Creating worker 45 at (10, 3)
2025-04-22 18:03:56,457 [INFO] Creating worker 46 at (6, 8)
2025-04-22 18:03:56,457 [INFO] Creating worker 47 at (14, 2)
2025-04-22 18:03:56,457 [INFO] Creating worker 48 at (12, 10)
2025-04-22 18:03:56,457 [INFO] Creating worker 49 at (3, 11)
2025-04-22 18:03:56,457 [INFO] Creating worker 50 at (10, 1)
2025-04-22 18:03:56,457 [INFO] Creating worker 51 at (10, 15)
2025-04-22 18:03:56,457 [INFO] Creating worker 52 at (6, 14)
2025-04-22 18:03:56,457 [INFO] Creating worker 53 at (8, 2)
2025-04-22 18:03:56,457 [INFO] Creating worker 54 at (10, 11)
2025-04-22 18:03:56,457 [INFO] Creating worker 55 at (12, 2)
2025-04-22 18:03:56,457 [INFO] Creating worker 56 at (16, 16)
2025-04-22 18:03:56,457 [INFO] Creating worker 57 at (19, 8)
2025-04-22 18:03:56,457 [INFO] Creating worker 58 at (11, 7)
2025-04-22 18:03:56,457 [INFO] Creating worker 59 at (4, 1)
2025-04-22 18:03:56,457 [INFO] Creating worker 60 at (7, 16)
2025-04-22 18:03:56,457 [INFO] Creating worker 61 at (7, 0)
2025-04-22 18:03:56,457 [INFO] Creating worker 62 at (13, 3)
2025-04-22 18:03:56,457 [INFO] Creating worker 63 at (1, 4)
2025-04-22 18:03:56,457 [INFO] Creating worker 64 at (16, 12)
2025-04-22 18:03:56,457 [INFO] Creating worker 65 at (12, 19)
2025-04-22 18:03:56,457 [INFO] Creating worker 66 at (4, 0)
2025-04-22 18:03:56,457 [INFO] Creating worker 67 at (11, 6)
2025-04-22 18:03:56,458 [INFO] Creating worker 68 at (8, 15)
2025-04-22 18:03:56,458 [INFO] Creating worker 69 at (1, 13)
2025-04-22 18:03:56,458 [INFO] Creating worker 70 at (10, 9)
2025-04-22 18:03:56,458 [INFO] Creating worker 71 at (5, 7)
2025-04-22 18:03:56,458 [INFO] Creating worker 72 at (5, 11)
2025-04-22 18:03:56,458 [INFO] Creating worker 73 at (4, 7)
2025-04-22 18:03:56,458 [INFO] Creating worker 74 at (6, 6)
2025-04-22 18:03:56,458 [INFO] Creating worker 75 at (18, 8)
2025-04-22 18:03:56,458 [INFO] Creating worker 76 at (11, 15)
2025-04-22 18:03:56,458 [INFO] Creating worker 77 at (2, 5)
2025-04-22 18:03:56,458 [INFO] Creating worker 78 at (4, 12)
2025-04-22 18:03:56,458 [INFO] Creating worker 79 at (15, 11)
2025-04-22 18:03:56,458 [INFO] Creating worker 80 at (0, 11)
2025-04-22 18:03:56,458 [INFO] Creating worker 81 at (6, 13)
2025-04-22 18:03:56,458 [INFO] Creating worker 82 at (18, 13)
2025-04-22 18:03:56,458 [INFO] Creating worker 83 at (6, 5)
2025-04-22 18:03:56,458 [INFO] Creating worker 84 at (1, 8)
2025-04-22 18:03:56,458 [INFO] Creating worker 85 at (4, 4)
2025-04-22 18:03:56,458 [INFO] Creating worker 86 at (8, 14)
2025-04-22 18:03:56,458 [INFO] Creating worker 87 at (18, 16)
2025-04-22 18:03:56,458 [INFO] Creating worker 88 at (9, 5)
2025-04-22 18:03:56,458 [INFO] Creating worker 89 at (7, 10)
2025-04-22 18:03:56,458 [INFO] Creating worker 90 at (6, 10)
2025-04-22 18:03:56,458 [INFO] Creating worker 91 at (12, 8)
2025-04-22 18:03:56,458 [INFO] Creating worker 92 at (9, 1)
2025-04-22 18:03:56,458 [INFO] Creating worker 93 at (1, 18)
2025-04-22 18:03:56,458 [INFO] Creating worker 94 at (7, 18)
2025-04-22 18:03:56,458 [INFO] Creating worker 95 at (15, 8)
2025-04-22 18:03:56,458 [INFO] Creating worker 96 at (13, 15)
2025-04-22 18:03:56,458 [INFO] Creating worker 97 at (12, 17)
2025-04-22 18:03:56,458 [INFO] Creating worker 98 at (6, 11)
2025-04-22 18:03:56,458 [INFO] Creating worker 99 at (17, 3)
2025-04-22 18:03:56,458 [INFO] 
=== Day 1 ===
2025-04-22 18:03:56,458 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:03:56,458 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:03:56,458 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:04:08,993 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 18:04:08,993 [INFO] Creating factory 0 for product FOOD
2025-04-22 18:04:08,993 [INFO] Created FOOD factory at (5, 10)
2025-04-22 18:04:08,993 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 18:04:08,993 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 18:04:08,993 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 18:04:08,993 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 18:04:08,993 [INFO] Creating worker 0 at (15, 18)
2025-04-22 18:04:08,993 [INFO] Creating worker 1 at (11, 5)
2025-04-22 18:04:08,993 [INFO] Creating worker 2 at (9, 4)
2025-04-22 18:04:08,993 [INFO] Creating worker 3 at (11, 17)
2025-04-22 18:04:08,993 [INFO] Creating worker 4 at (18, 18)
2025-04-22 18:04:08,993 [INFO] Creating worker 5 at (9, 10)
2025-04-22 18:04:08,993 [INFO] Creating worker 6 at (1, 13)
2025-04-22 18:04:08,993 [INFO] Creating worker 7 at (6, 15)
2025-04-22 18:04:08,993 [INFO] Creating worker 8 at (11, 4)
2025-04-22 18:04:08,993 [INFO] Creating worker 9 at (14, 16)
2025-04-22 18:04:08,993 [INFO] Creating worker 10 at (1, 5)
2025-04-22 18:04:08,993 [INFO] Creating worker 11 at (19, 3)
2025-04-22 18:04:08,993 [INFO] Creating worker 12 at (8, 11)
2025-04-22 18:04:08,993 [INFO] Creating worker 13 at (1, 9)
2025-04-22 18:04:08,993 [INFO] Creating worker 14 at (6, 1)
2025-04-22 18:04:08,993 [INFO] Creating worker 15 at (4, 11)
2025-04-22 18:04:08,993 [INFO] Creating worker 16 at (10, 15)
2025-04-22 18:04:08,993 [INFO] Creating worker 17 at (2, 2)
2025-04-22 18:04:08,993 [INFO] Creating worker 18 at (9, 2)
2025-04-22 18:04:08,993 [INFO] Creating worker 19 at (2, 18)
2025-04-22 18:04:08,993 [INFO] Creating worker 20 at (14, 8)
2025-04-22 18:04:08,993 [INFO] Creating worker 21 at (14, 13)
2025-04-22 18:04:08,993 [INFO] Creating worker 22 at (2, 13)
2025-04-22 18:04:08,993 [INFO] Creating worker 23 at (16, 5)
2025-04-22 18:04:08,993 [INFO] Creating worker 24 at (13, 3)
2025-04-22 18:04:08,993 [INFO] Creating worker 25 at (7, 8)
2025-04-22 18:04:08,993 [INFO] Creating worker 26 at (6, 12)
2025-04-22 18:04:08,993 [INFO] Creating worker 27 at (2, 11)
2025-04-22 18:04:08,993 [INFO] Creating worker 28 at (5, 8)
2025-04-22 18:04:08,994 [INFO] Creating worker 29 at (5, 3)
2025-04-22 18:04:08,994 [INFO] Creating worker 30 at (17, 3)
2025-04-22 18:04:08,994 [INFO] Creating worker 31 at (6, 0)
2025-04-22 18:04:08,994 [INFO] Creating worker 32 at (5, 2)
2025-04-22 18:04:08,994 [INFO] Creating worker 33 at (10, 12)
2025-04-22 18:04:08,994 [INFO] Creating worker 34 at (8, 7)
2025-04-22 18:04:08,994 [INFO] Creating worker 35 at (2, 5)
2025-04-22 18:04:08,994 [INFO] Creating worker 36 at (1, 3)
2025-04-22 18:04:08,994 [INFO] Creating worker 37 at (14, 12)
2025-04-22 18:04:08,994 [INFO] Creating worker 38 at (14, 19)
2025-04-22 18:04:08,994 [INFO] Creating worker 39 at (11, 19)
2025-04-22 18:04:08,994 [INFO] Creating worker 40 at (10, 13)
2025-04-22 18:04:08,994 [INFO] Creating worker 41 at (4, 15)
2025-04-22 18:04:08,994 [INFO] Creating worker 42 at (15, 7)
2025-04-22 18:04:08,994 [INFO] Creating worker 43 at (18, 13)
2025-04-22 18:04:08,994 [INFO] Creating worker 44 at (19, 2)
2025-04-22 18:04:08,994 [INFO] Creating worker 45 at (19, 16)
2025-04-22 18:04:08,994 [INFO] Creating worker 46 at (1, 2)
2025-04-22 18:04:08,994 [INFO] Creating worker 47 at (2, 19)
2025-04-22 18:04:08,994 [INFO] Creating worker 48 at (19, 7)
2025-04-22 18:04:08,994 [INFO] Creating worker 49 at (16, 8)
2025-04-22 18:04:08,994 [INFO] Creating worker 50 at (16, 0)
2025-04-22 18:04:08,994 [INFO] Creating worker 51 at (10, 7)
2025-04-22 18:04:08,994 [INFO] Creating worker 52 at (9, 13)
2025-04-22 18:04:08,994 [INFO] Creating worker 53 at (8, 8)
2025-04-22 18:04:08,994 [INFO] Creating worker 54 at (5, 18)
2025-04-22 18:04:08,994 [INFO] Creating worker 55 at (0, 11)
2025-04-22 18:04:08,994 [INFO] Creating worker 56 at (8, 4)
2025-04-22 18:04:08,994 [INFO] Creating worker 57 at (4, 13)
2025-04-22 18:04:08,994 [INFO] Creating worker 58 at (16, 19)
2025-04-22 18:04:08,994 [INFO] Creating worker 59 at (11, 18)
2025-04-22 18:04:08,994 [INFO] Creating worker 60 at (17, 1)
2025-04-22 18:04:08,994 [INFO] Creating worker 61 at (10, 16)
2025-04-22 18:04:08,994 [INFO] Creating worker 62 at (16, 3)
2025-04-22 18:04:08,994 [INFO] Creating worker 63 at (7, 9)
2025-04-22 18:04:08,994 [INFO] Creating worker 64 at (9, 7)
2025-04-22 18:04:08,994 [INFO] Creating worker 65 at (1, 7)
2025-04-22 18:04:08,994 [INFO] Creating worker 66 at (19, 11)
2025-04-22 18:04:08,994 [INFO] Creating worker 67 at (18, 12)
2025-04-22 18:04:08,994 [INFO] Creating worker 68 at (16, 6)
2025-04-22 18:04:08,994 [INFO] Creating worker 69 at (13, 17)
2025-04-22 18:04:08,994 [INFO] Creating worker 70 at (11, 6)
2025-04-22 18:04:08,994 [INFO] Creating worker 71 at (16, 17)
2025-04-22 18:04:08,994 [INFO] Creating worker 72 at (0, 15)
2025-04-22 18:04:08,994 [INFO] Creating worker 73 at (11, 0)
2025-04-22 18:04:08,995 [INFO] Creating worker 74 at (8, 3)
2025-04-22 18:04:08,995 [INFO] Creating worker 75 at (3, 14)
2025-04-22 18:04:08,995 [INFO] Creating worker 76 at (12, 19)
2025-04-22 18:04:08,995 [INFO] Creating worker 77 at (13, 15)
2025-04-22 18:04:08,995 [INFO] Creating worker 78 at (7, 2)
2025-04-22 18:04:08,995 [INFO] Creating worker 79 at (17, 7)
2025-04-22 18:04:08,995 [INFO] Creating worker 80 at (12, 15)
2025-04-22 18:04:08,995 [INFO] Creating worker 81 at (16, 1)
2025-04-22 18:04:08,995 [INFO] Creating worker 82 at (13, 1)
2025-04-22 18:04:08,995 [INFO] Creating worker 83 at (10, 17)
2025-04-22 18:04:08,995 [INFO] Creating worker 84 at (5, 14)
2025-04-22 18:04:08,995 [INFO] Creating worker 85 at (13, 0)
2025-04-22 18:04:08,995 [INFO] Creating worker 86 at (10, 19)
2025-04-22 18:04:08,995 [INFO] Creating worker 87 at (2, 4)
2025-04-22 18:04:08,995 [INFO] Creating worker 88 at (16, 12)
2025-04-22 18:04:08,995 [INFO] Creating worker 89 at (9, 6)
2025-04-22 18:04:08,995 [INFO] Creating worker 90 at (3, 9)
2025-04-22 18:04:08,995 [INFO] Creating worker 91 at (17, 13)
2025-04-22 18:04:08,995 [INFO] Creating worker 92 at (9, 3)
2025-04-22 18:04:08,995 [INFO] Creating worker 93 at (15, 5)
2025-04-22 18:04:08,995 [INFO] Creating worker 94 at (1, 6)
2025-04-22 18:04:08,995 [INFO] Creating worker 95 at (1, 8)
2025-04-22 18:04:08,995 [INFO] Creating worker 96 at (13, 16)
2025-04-22 18:04:08,995 [INFO] Creating worker 97 at (0, 14)
2025-04-22 18:04:08,995 [INFO] Creating worker 98 at (0, 6)
2025-04-22 18:04:08,995 [INFO] Creating worker 99 at (5, 11)
2025-04-22 18:04:08,995 [INFO] 
=== Day 1 ===
2025-04-22 18:04:08,995 [INFO] Factory 0 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:04:08,995 [INFO] Factory 1 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:04:08,995 [INFO] Factory 2 adjusted production: 100 -> 99 (Sold ratio: 1.00, Wage: 15.8)
2025-04-22 18:08:00,102 [INFO] ===== Initializing Economic Simulation =====
2025-04-22 18:08:00,102 [INFO] Creating factory 0 for product FOOD
2025-04-22 18:08:00,102 [INFO] Created FOOD factory at (5, 10)
2025-04-22 18:08:00,102 [INFO] Creating factory 1 for product LIGHT_INDUSTRY
2025-04-22 18:08:00,102 [INFO] Created LIGHT_INDUSTRY factory at (10, 10)
2025-04-22 18:08:00,102 [INFO] Creating factory 2 for product HEAVY_INDUSTRY
2025-04-22 18:08:00,102 [INFO] Created HEAVY_INDUSTRY factory at (15, 10)
2025-04-22 18:08:00,102 [INFO] Creating worker 0 at (10, 8)
2025-04-22 18:08:00,102 [INFO] Creating worker 1 at (6, 3)
2025-04-22 18:08:00,102 [INFO] Creating worker 2 at (19, 19)
2025-04-22 18:08:00,102 [INFO] Creating worker 3 at (5, 8)
2025-04-22 18:08:00,102 [INFO] Creating worker 4 at (9, 19)
2025-04-22 18:08:00,102 [INFO] Creating worker 5 at (18, 0)
2025-04-22 18:08:00,102 [INFO] Creating worker 6 at (5, 19)
2025-04-22 18:08:00,102 [INFO] Creating worker 7 at (7, 8)
2025-04-22 18:08:00,102 [INFO] Creating worker 8 at (8, 5)
2025-04-22 18:08:00,102 [INFO] Creating worker 9 at (19, 3)
2025-04-22 18:08:00,102 [INFO] Creating worker 10 at (7, 5)
2025-04-22 18:08:00,103 [INFO] Creating worker 11 at (16, 14)
2025-04-22 18:08:00,103 [INFO] Creating worker 12 at (19, 18)
2025-04-22 18:08:00,103 [INFO] Creating worker 13 at (12, 19)
2025-04-22 18:08:00,103 [INFO] Creating worker 14 at (6, 10)
2025-04-22 18:08:00,103 [INFO] Creating worker 15 at (12, 13)
2025-04-22 18:08:00,103 [INFO] Creating worker 16 at (17, 10)
2025-04-22 18:08:00,103 [INFO] Creating worker 17 at (15, 19)
2025-04-22 18:08:00,103 [INFO] Creating worker 18 at (7, 7)
2025-04-22 18:08:00,103 [INFO] Creating worker 19 at (15, 17)
2025-04-22 18:08:00,103 [INFO] Creating worker 20 at (8, 9)
2025-04-22 18:08:00,103 [INFO] Creating worker 21 at (15, 0)
2025-04-22 18:08:00,103 [INFO] Creating worker 22 at (11, 17)
2025-04-22 18:08:00,103 [INFO] Creating worker 23 at (9, 18)
2025-04-22 18:08:00,103 [INFO] Creating worker 24 at (16, 13)
2025-04-22 18:08:00,103 [INFO] Creating worker 25 at (1, 15)
2025-04-22 18:08:00,103 [INFO] Creating worker 26 at (5, 13)
2025-04-22 18:08:00,103 [INFO] Creating worker 27 at (3, 10)
2025-04-22 18:08:00,103 [INFO] Creating worker 28 at (2, 8)
2025-04-22 18:08:00,103 [INFO] Creating worker 29 at (4, 4)
2025-04-22 18:08:00,103 [INFO] Creating worker 30 at (9, 7)
2025-04-22 18:08:00,103 [INFO] Creating worker 31 at (11, 0)
2025-04-22 18:08:00,103 [INFO] Creating worker 32 at (8, 4)
2025-04-22 18:08:00,103 [INFO] Creating worker 33 at (4, 19)
2025-04-22 18:08:00,103 [INFO] Creating worker 34 at (12, 8)
2025-04-22 18:08:00,103 [INFO] Creating worker 35 at (17, 19)
2025-04-22 18:08:00,103 [INFO] Creating worker 36 at (18, 10)
2025-04-22 18:08:00,103 [INFO] Creating worker 37 at (10, 19)
2025-04-22 18:08:00,103 [INFO] Creating worker 38 at (7, 9)
2025-04-22 18:08:00,103 [INFO] Creating worker 39 at (0, 5)
2025-04-22 18:08:00,103 [INFO] Creating worker 40 at (12, 3)
2025-04-22 18:08:00,103 [INFO] Creating worker 41 at (8, 7)
2025-04-22 18:08:00,103 [INFO] Creating worker 42 at (4, 14)
2025-04-22 18:08:00,103 [INFO] Creating worker 43 at (0, 19)
2025-04-22 18:08:00,103 [INFO] Creating worker 44 at (12, 6)
2025-04-22 18:08:00,103 [INFO] Creating worker 45 at (3, 12)
2025-04-22 18:08:00,103 [INFO] Creating worker 46 at (17, 14)
2025-04-22 18:08:00,104 [INFO] Creating worker 47 at (12, 11)
2025-04-22 18:08:00,104 [INFO] Creating worker 48 at (17, 0)
2025-04-22 18:08:00,104 [INFO] Creating worker 49 at (2, 13)
2025-04-22 18:08:00,104 [INFO] Creating worker 50 at (0, 6)
2025-04-22 18:08:00,104 [INFO] Creating worker 51 at (10, 16)
2025-04-22 18:08:00,104 [INFO] Creating worker 52 at (15, 18)
2025-04-22 18:08:00,104 [INFO] Creating worker 53 at (7, 12)
2025-04-22 18:08:00,104 [INFO] Creating worker 54 at (13, 19)
2025-04-22 18:08:00,104 [INFO] Creating worker 55 at (18, 8)
2025-04-22 18:08:00,104 [INFO] Creating worker 56 at (12, 4)
2025-04-22 18:08:00,104 [INFO] Creating worker 57 at (0, 12)
2025-04-22 18:08:00,104 [INFO] Creating worker 58 at (14, 5)
2025-04-22 18:08:00,104 [INFO] Creating worker 59 at (11, 8)
2025-04-22 18:08:00,104 [INFO] Creating worker 60 at (6, 12)
2025-04-22 18:08:00,104 [INFO] Creating worker 61 at (3, 11)
2025-04-22 18:08:00,104 [INFO] Creating worker 62 at (15, 9)
2025-04-22 18:08:00,104 [INFO] Creating worker 63 at (12, 16)
2025-04-22 18:08:00,104 [INFO] Creating worker 64 at (0, 13)
2025-04-22 18:08:00,104 [INFO] Creating worker 65 at (0, 3)
2025-04-22 18:08:00,104 [INFO] Creating worker 66 at (6, 17)
2025-04-22 18:08:00,104 [INFO] Creating worker 67 at (1, 3)
2025-04-22 18:08:00,104 [INFO] Creating worker 68 at (5, 0)
2025-04-22 18:08:00,104 [INFO] Creating worker 69 at (10, 12)
2025-04-22 18:08:00,104 [INFO] Creating worker 70 at (6, 1)
2025-04-22 18:08:00,104 [INFO] Creating worker 71 at (1, 7)
2025-04-22 18:08:00,104 [INFO] Creating worker 72 at (8, 18)
2025-04-22 18:08:00,104 [INFO] Creating worker 73 at (16, 4)
2025-04-22 18:08:00,104 [INFO] Creating worker 74 at (12, 9)
2025-04-22 18:08:00,104 [INFO] Creating worker 75 at (1, 0)
2025-04-22 18:08:00,104 [INFO] Creating worker 76 at (1, 5)
2025-04-22 18:08:00,104 [INFO] Creating worker 77 at (9, 15)
2025-04-22 18:08:00,104 [INFO] Creating worker 78 at (18, 17)
2025-04-22 18:08:00,104 [INFO] Creating worker 79 at (10, 18)
2025-04-22 18:08:00,104 [INFO] Creating worker 80 at (19, 12)
2025-04-22 18:08:00,104 [INFO] Creating worker 81 at (9, 8)
2025-04-22 18:08:00,105 [INFO] Creating worker 82 at (7, 6)
2025-04-22 18:08:00,105 [INFO] Creating worker 83 at (0, 9)
2025-04-22 18:08:00,105 [INFO] Creating worker 84 at (4, 6)
2025-04-22 18:08:00,105 [INFO] Creating worker 85 at (2, 19)
2025-04-22 18:08:00,105 [INFO] Creating worker 86 at (18, 1)
2025-04-22 18:08:00,105 [INFO] Creating worker 87 at (13, 15)
2025-04-22 18:08:00,105 [INFO] Creating worker 88 at (19, 7)
2025-04-22 18:08:00,105 [INFO] Creating worker 89 at (0, 17)
2025-04-22 18:08:00,105 [INFO] Creating worker 90 at (10, 5)
2025-04-22 18:08:00,105 [INFO] Creating worker 91 at (11, 3)
2025-04-22 18:08:00,105 [INFO] Creating worker 92 at (17, 12)
2025-04-22 18:08:00,105 [INFO] Creating worker 93 at (3, 1)
